nbId,Taille(cm),Poids(kg)
18960,175,52.0
18961,167,56.0
18962,168,45.5
18963,176,64.0
18964,176,60.0
18965,174,58.5
18966,164,57.0
18967,177,44.5
18968,174,60.5
18969,166,53.0
18970,171,59.5
18971,170,58.0
18972,176,62.5
18973,175,59.5
18974,173,58.5
18975,177,67.0
18976,173,56.5
18977,171,67.5
18978,170,51.5
18979,165,50.5
18980,172,59.5
18981,168,51.0
18982,178,63.0
18983,181,61.0
18984,177,62.5
18985,181,62.0
18986,178,64.0
18987,170,54.0
18988,176,58.5
18989,170,58.0
18990,177,63.0
18991,180,49.0
18992,167,60.0
18993,166,49.5
18994,169,55.5
18995,171,54.5
18996,169,45.5
18997,173,60.0
18998,174,58.5
18999,170,50.0
19000,171,48.0
19001,175,59.0
19002,171,61.5
19003,177,63.0
19004,177,58.5
19005,177,54.0
19006,188,56.5
19007,165,57.5
19008,174,57.0
19009,176,63.0
19010,175,58.5
19011,171,50.0
19012,176,66.5
19013,177,55.5
19014,171,56.0
19015,175,63.0
19016,165,46.5
19017,170,61.5
19018,171,48.0
19019,166,51.5
19020,174,57.0
19021,173,57.0
19022,171,54.0
19023,172,64.5
19024,182,66.5
19025,175,58.5
19026,169,55.5
19027,176,55.0
19028,174,61.5
19029,164,55.5
19030,174,57.0
19031,176,61.0
19032,176,53.5
19033,170,55.0
19034,170,51.0
19035,174,61.5
19036,171,53.5
19037,177,63.0
19038,170,58.0
19039,174,59.0
19040,181,58.5
19041,174,59.0
19042,177,61.0
19043,176,69.5
19044,180,63.0
19045,175,61.0
19046,178,57.5
19047,171,65.0
19048,178,60.5
19049,172,60.5
19050,177,61.0
19051,173,56.5
19052,179,56.0
19053,178,61.5
19054,174,60.0
19055,169,45.5
19056,178,64.0
19057,165,50.5
19058,168,51.5
19059,178,61.5
19060,164,57.5
19061,177,65.0
19062,173,62.5
19063,174,58.5
19064,177,59.5
19065,179,61.5
19066,178,68.5
19067,174,58.0
19068,172,56.0
19069,170,56.0
19070,178,60.5
19071,171,58.0
19072,173,50.5
19073,177,59.0
19074,165,64.0
19075,171,49.0
19076,170,58.5
19077,168,56.5
19078,170,56.5
19079,178,53.0
19080,179,63.0
19081,178,68.5
19082,168,61.0
19083,178,65.5
19084,177,59.0
19085,166,55.0
19086,164,55.0
19087,172,60.5
19088,166,58.0
19089,175,58.0
19090,168,59.5
19091,172,54.0
19092,175,52.0
19093,175,52.5
19094,170,49.5
19095,170,58.5
19096,180,60.5
19097,178,60.0
19098,172,60.0
19099,169,55.0
19100,168,52.5
19101,173,64.5
19102,172,64.5
19103,170,54.5
19104,178,59.5
19105,169,62.5
19106,170,55.0
19107,181,63.0
19108,172,55.0
19109,184,54.0
19110,172,64.5
19111,179,59.0
19112,174,58.5
19113,164,49.5
19114,174,61.0
19115,169,56.5
19116,171,58.5
19117,171,55.0
19118,170,59.5
19119,169,54.5
19120,182,63.0
19121,174,65.5
19122,174,54.5
19123,170,47.0
19124,178,60.5
19125,167,61.0
19126,170,61.5
19127,172,50.5
19128,174,52.5
19129,174,56.0
19130,170,53.0
19131,170,67.0
19132,172,53.0
19133,171,59.0
19134,169,59.5
19135,174,60.5
19136,179,65.5
19137,165,59.5
19138,173,60.5
19139,174,55.5
19140,175,59.5
19141,170,56.5
19142,171,63.5
19143,174,56.0
19144,173,54.0
19145,177,64.5
19146,166,54.5
19147,172,57.0
19148,177,58.5
19149,167,53.0
19150,172,54.5
19151,181,65.0
19152,170,55.5
19153,171,54.5
19154,180,71.5
19155,164,49.0
19156,177,61.5
19157,176,55.0
19158,172,60.0
19159,175,56.5
19160,175,57.0
19161,169,55.0
19162,171,58.0
19163,171,56.0
19164,172,56.5
19165,183,62.5
19166,178,65.0
19167,164,51.0
19168,173,62.0
19169,166,61.0
19170,166,44.5
19171,164,51.5
19172,175,59.5
19173,183,64.5
19174,165,49.5
19175,169,57.5
19176,167,57.0
19177,172,60.5
19178,166,50.0
19179,172,60.0
19180,176,56.5
19181,178,61.0
19182,171,53.5
19183,177,54.0
19184,167,48.5
19185,172,60.5
19186,170,54.5
19187,175,56.5
19188,174,60.0
19189,175,55.5
19190,166,57.5
19191,183,65.5
19192,174,61.0
19193,171,54.0
19194,170,47.5
19195,169,60.5
19196,171,61.0
19197,180,55.0
19198,172,52.0
19199,157,46.0
19200,170,56.0
19201,169,52.0
19202,177,60.5
19203,175,60.5
19204,162,40.0
19205,171,61.0
19206,176,62.0
19207,172,56.5
19208,163,51.0
19209,178,64.0
19210,173,54.5
19211,174,63.5
19212,168,63.0
19213,165,53.5
19214,175,69.5
19215,173,58.5
19216,172,58.0
19217,175,60.0
19218,168,55.5
19219,176,66.0
19220,175,54.5
19221,173,55.0
19222,174,56.0
19223,172,51.0
19224,169,48.0
19225,169,62.0
19226,181,54.0
19227,177,59.0
19228,169,54.5
19229,173,53.5
19230,174,57.0
19231,168,45.5
19232,166,57.0
19233,173,51.0
19234,176,53.0
19235,167,57.5
19236,166,51.5
19237,170,51.5
19238,175,56.5
19239,171,59.5
19240,179,57.5
19241,174,55.5
19242,176,56.5
19243,170,45.0
19244,165,49.0
19245,164,49.0
19246,178,48.5
19247,174,61.5
19248,176,56.0
19249,164,47.0
19250,175,59.0
19251,179,57.5
19252,172,48.5
19253,183,62.5
19254,173,57.5
19255,174,68.0
19256,169,57.0
19257,181,61.0
19258,169,59.0
19259,169,60.0
19260,173,59.5
19261,176,60.5
19262,174,57.5
19263,177,63.5
19264,171,54.5
19265,177,55.5
19266,172,59.0
19267,170,55.5
19268,176,62.5
19269,168,57.0
19270,182,59.5
19271,168,61.5
19272,182,70.0
19273,174,59.0
19274,163,50.0
19275,180,67.0
19276,179,61.0
19277,171,59.5
19278,180,69.5
19279,177,55.0
19280,168,55.0
19281,175,61.0
19282,167,63.5
19283,174,59.5
19284,181,58.0
19285,169,62.0
19286,167,54.0
19287,171,52.0
19288,163,55.5
19289,171,65.0
19290,176,65.0
19291,169,64.0
19292,170,51.0
19293,171,60.0
19294,175,51.5
19295,171,50.5
19296,174,58.0
19297,170,52.0
19298,167,48.0
19299,179,63.5
19300,167,60.0
19301,170,59.5
19302,172,54.0
19303,168,53.5
19304,171,61.0
19305,179,61.5
19306,177,62.5
19307,173,59.5
19308,175,61.5
19309,176,66.0
19310,175,61.0
19311,171,59.5
19312,174,59.0
19313,174,53.5
19314,170,57.0
19315,174,58.0
19316,169,45.5
19317,176,53.0
19318,170,49.5
19319,171,53.0
19320,170,54.0
19321,174,60.0
19322,173,61.5
19323,166,54.5
19324,177,61.0
19325,180,70.5
19326,177,64.5
19327,176,59.5
19328,171,48.5
19329,182,55.0
19330,167,55.5
19331,179,64.5
19332,168,47.0
19333,168,56.0
19334,181,64.0
19335,180,62.5
19336,169,57.5
19337,177,54.5
19338,171,60.0
19339,172,61.0
19340,174,56.5
19341,177,62.0
19342,166,60.0
19343,174,63.5
19344,167,56.0
19345,177,61.0
19346,175,66.5
19347,180,57.0
19348,182,63.5
19349,175,60.5
19350,175,52.5
19351,178,57.0
19352,180,64.5
19353,174,58.0
19354,165,47.0
19355,172,55.5
19356,174,58.5
19357,169,49.5
19358,175,55.0
19359,171,55.5
19360,172,56.5
19361,179,60.0
19362,171,59.5
19363,171,58.5
19364,171,46.0
19365,172,55.0
19366,170,50.5
19367,175,57.0
19368,171,57.5
19369,173,58.5
19370,180,61.5
19371,172,50.5
19372,173,62.5
19373,170,54.5
19374,172,54.5
19375,173,44.5
19376,187,66.0
19377,166,58.0
19378,170,64.5
19379,170,53.5
19380,169,63.0
19381,183,59.5
19382,173,54.0
19383,171,53.0
19384,167,47.0
19385,177,58.0
19386,177,57.0
19387,169,57.5
19388,175,53.5
19389,169,56.5
19390,174,57.5
19391,162,51.0
19392,173,52.0
19393,172,54.5
19394,172,59.0
19395,167,44.0
19396,178,62.5
19397,171,57.0
19398,176,67.0
19399,171,59.0
19400,176,69.0
19401,170,57.5
19402,170,53.5
19403,179,54.0
19404,164,49.0
19405,175,53.0
19406,168,60.0
19407,180,67.0
19408,168,49.0
19409,170,64.5
19410,159,46.5
19411,170,61.5
19412,176,61.0
19413,168,62.0
19414,165,64.5
19415,174,69.0
19416,176,60.0
19417,174,60.0
19418,173,56.0
19419,175,62.0
19420,169,57.5
19421,172,68.5
19422,168,67.0
19423,167,57.0
19424,171,59.5
19425,170,56.0
19426,174,56.5
19427,160,43.5
19428,181,60.5
19429,171,59.0
19430,174,59.0
19431,174,55.5
19432,166,54.5
19433,173,57.0
19434,171,54.0
19435,171,57.5
19436,173,61.0
19437,166,64.0
19438,181,67.0
19439,177,68.5
19440,171,55.0
19441,172,55.5
19442,165,51.0
19443,176,60.0
19444,178,65.5
19445,170,68.0
19446,174,60.0
19447,170,58.0
19448,175,59.0
19449,170,55.5
19450,171,57.5
19451,178,64.5
19452,175,63.5
19453,178,59.0
19454,174,54.5
19455,170,59.5
19456,165,57.0
19457,177,66.5
19458,173,62.0
19459,168,51.5
19460,167,60.0
19461,162,56.0
19462,179,59.5
19463,173,66.0
19464,176,62.0
19465,175,54.0
19466,171,59.0
19467,165,50.5
19468,178,66.0
19469,174,65.0
19470,176,62.5
19471,180,73.0
19472,169,51.5
19473,159,41.5
19474,174,58.0
19475,182,57.5
19476,168,55.5
19477,169,57.5
19478,172,66.0
19479,172,46.0
19480,172,52.0
19481,174,53.0
19482,176,61.0
19483,174,64.0
19484,177,49.0
19485,176,64.0
19486,175,66.0
19487,174,63.5
19488,172,54.5
19489,168,48.0
19490,174,61.5
19491,170,47.0
19492,175,58.0
19493,172,63.0
19494,169,57.0
19495,173,61.0
19496,170,52.5
19497,179,52.5
19498,178,62.5
19499,175,60.0
19500,168,53.5
19501,177,48.5
19502,169,57.5
19503,172,53.0
19504,170,59.5
19505,185,65.0
19506,176,63.5
19507,170,52.0
19508,176,65.5
19509,170,59.5
19510,173,65.0
19511,175,56.0
19512,176,67.5
19513,177,59.0
19514,178,66.0
19515,169,56.5
19516,168,55.0
19517,172,57.5
19518,167,60.5
19519,171,60.0
19520,178,65.5
19521,172,60.0
19522,166,55.0
19523,176,55.0
19524,170,61.0
19525,170,59.5
19526,164,49.5
19527,183,59.0
19528,170,54.0
19529,175,62.0
19530,172,59.0
19531,180,64.0
19532,177,66.0
19533,176,61.5
19534,169,49.5
19535,179,57.5
19536,173,60.5
19537,173,61.0
19538,174,58.0
19539,166,50.5
19540,172,58.5
19541,162,43.5
19542,179,56.0
19543,175,56.0
19544,178,58.5
19545,182,69.0
19546,178,54.5
19547,173,62.5
19548,162,56.5
19549,171,56.5
19550,175,63.0
19551,182,57.0
19552,175,61.0
19553,177,61.0
19554,173,55.0
19555,167,50.0
19556,174,57.5
19557,181,63.5
19558,176,57.5
19559,173,55.0
19560,174,53.5
19561,171,58.0
19562,173,55.5
19563,175,59.0
19564,171,57.5
19565,165,47.5
19566,170,57.5
19567,171,59.0
19568,168,48.5
19569,174,57.0
19570,162,51.0
19571,177,63.5
19572,174,69.0
19573,169,55.5
19574,179,59.0
19575,166,55.0
19576,168,61.5
19577,173,59.0
19578,174,66.5
19579,183,59.0
19580,174,56.0
19581,176,57.0
19582,178,64.0
19583,170,56.5
19584,170,55.0
19585,175,54.5
19586,177,65.5
19587,176,56.0
19588,177,52.0
19589,172,59.0
19590,170,55.5
19591,181,62.0
19592,180,63.5
19593,174,55.0
19594,179,58.0
19595,175,53.0
19596,171,54.5
19597,179,66.5
19598,176,61.0
19599,177,57.0
19600,173,53.5
19601,172,61.5
19602,177,67.0
19603,170,59.5
19604,174,61.0
19605,173,53.0
19606,170,52.5
19607,161,58.0
19608,173,59.5
19609,182,62.5
19610,173,49.5
19611,174,62.5
19612,177,69.0
19613,171,54.5
19614,175,57.0
19615,170,51.5
19616,174,50.5
19617,170,53.5
19618,165,55.5
19619,172,49.5
19620,175,54.0
19621,176,51.0
19622,185,65.5
19623,169,54.5
19624,174,60.0
19625,170,58.5
19626,164,58.0
19627,179,58.5
19628,172,58.0
19629,174,60.0
19630,173,58.5
19631,172,64.5
19632,181,59.5
19633,166,55.0
19634,176,51.5
19635,174,62.5
19636,179,59.5
19637,175,52.5
19638,174,50.5
19639,175,62.0
19640,162,48.0
19641,172,62.5
19642,166,50.5
19643,170,60.5
19644,171,54.0
19645,163,62.5
19646,169,48.5
19647,174,54.5
19648,167,52.5
19649,171,53.5
19650,178,57.0
19651,178,62.0
19652,169,56.0
19653,178,57.0
19654,171,59.0
19655,175,55.0
19656,170,61.0
19657,172,48.5
19658,181,64.0
19659,174,55.5
19660,169,57.5
19661,173,57.5
19662,170,46.5
19663,171,60.5
19664,173,59.0
19665,168,45.5
19666,178,59.0
19667,172,60.0
19668,161,48.5
19669,177,62.0
19670,168,58.5
19671,167,50.5
19672,172,59.0
19673,167,55.0
19674,171,60.0
19675,168,57.5
19676,171,52.0
19677,170,49.0
19678,173,58.5
19679,174,53.0
19680,164,45.5
19681,172,54.5
19682,173,66.0
19683,178,52.0
19684,169,52.0
19685,177,61.5
19686,167,58.5
19687,176,55.5
19688,178,63.5
19689,160,58.5
19690,177,48.5
19691,176,71.0
19692,165,50.0
19693,166,52.5
19694,171,60.0
19695,173,59.5
19696,175,61.0
19697,182,64.0
19698,176,57.5
19699,174,59.0
19700,172,64.5
19701,168,58.5
19702,179,60.5
19703,173,58.5
19704,173,55.5
19705,173,60.0
19706,181,63.0
19707,167,48.5
19708,176,56.0
19709,169,55.0
19710,169,50.5
19711,180,62.5
19712,180,64.5
19713,174,52.5
19714,179,66.0
19715,169,50.5
19716,176,63.0
19717,176,53.5
19718,174,52.5
19719,170,53.0
19720,170,53.5
19721,175,57.0
19722,169,62.5
19723,178,60.5
19724,176,55.5
19725,166,51.5
19726,178,65.0
19727,175,60.5
19728,169,55.5
19729,170,49.5
19730,172,50.5
19731,170,55.5
19732,179,62.0
19733,164,56.5
19734,181,64.0
19735,174,56.0
19736,166,58.0
19737,172,57.0
19738,170,62.0
19739,173,52.5
19740,169,50.0
19741,180,65.0
19742,170,57.5
19743,172,58.5
19744,165,51.5
19745,177,51.0
19746,170,54.0
19747,173,53.5
19748,173,60.5
19749,159,53.5
19750,179,56.5
19751,158,54.5
19752,167,60.5
19753,172,58.0
19754,171,56.5
19755,172,60.0
19756,171,60.0
19757,175,56.0
19758,167,52.0
19759,182,61.5
19760,168,51.5
19761,163,53.0
19762,174,64.5
19763,175,65.5
19764,178,63.0
19765,179,67.0
19766,176,56.0
19767,179,60.5
19768,168,53.5
19769,175,61.0
19770,170,61.0
19771,182,71.0
19772,176,61.0
19773,169,61.5
19774,177,55.5
19775,175,59.0
19776,173,68.0
19777,170,62.5
19778,178,58.5
19779,173,63.0
19780,171,60.0
19781,175,59.0
19782,175,56.5
19783,174,58.0
19784,172,59.5
19785,175,55.5
19786,171,56.0
19787,176,57.5
19788,180,60.5
19789,173,60.0
19790,175,54.0
19791,177,63.5
19792,170,61.5
19793,178,56.5
19794,172,52.0
19795,169,55.5
19796,177,60.5
19797,178,56.0
19798,171,59.0
19799,181,70.5
19800,176,56.0
19801,172,57.5
19802,172,58.5
19803,176,55.0
19804,171,61.5
19805,174,60.5
19806,173,58.5
19807,174,55.5
19808,176,57.0
19809,172,57.5
19810,180,66.5
19811,163,51.0
19812,174,56.5
19813,170,59.5
19814,179,58.5
19815,172,62.5
19816,170,52.0
19817,168,60.5
19818,174,66.5
19819,175,57.0
19820,173,54.5
19821,175,53.5
19822,176,65.0
19823,172,52.5
19824,174,57.0
19825,182,73.5
19826,166,50.5
19827,181,62.5
19828,178,63.5
19829,169,55.5
19830,180,70.0
19831,179,56.5
19832,168,63.0
19833,174,52.5
19834,174,50.5
19835,174,56.5
19836,173,61.0
19837,168,62.0
19838,175,59.0
19839,170,57.5
19840,186,61.5
19841,172,52.0
19842,169,52.5
19843,170,63.5
19844,177,71.0
19845,174,55.5
19846,175,55.0
19847,182,51.5
19848,175,64.0
19849,171,55.0
19850,170,51.5
19851,170,49.5
19852,168,54.5
19853,173,56.0
19854,177,61.5
19855,164,41.0
19856,176,57.0
19857,178,63.5
19858,173,52.5
19859,176,63.5
19860,169,57.0
19861,170,53.5
19862,169,50.5
19863,169,54.5
19864,167,55.5
19865,171,65.0
19866,173,59.5
19867,169,47.0
19868,180,59.0
19869,171,57.0
19870,178,60.0
19871,163,54.0
19872,171,44.5
19873,175,56.5
19874,174,46.5
19875,168,57.5
19876,175,60.5
19877,177,63.0
19878,166,60.5
19879,173,50.0
19880,169,54.0
19881,167,57.0
19882,177,60.0
19883,177,64.0
19884,170,65.5
19885,178,55.0
19886,178,58.5
19887,172,64.0
19888,180,58.0
19889,177,70.5
19890,176,63.0
19891,173,63.5
19892,172,55.0
19893,173,59.5
19894,168,61.0
19895,175,57.0
19896,172,58.0
19897,169,59.0
19898,173,49.0
19899,178,52.0
19900,169,57.5
19901,173,61.5
19902,165,53.0
19903,182,64.5
19904,161,54.5
19905,172,68.5
19906,173,64.0
19907,173,56.5
19908,170,62.0
19909,174,53.0
19910,176,56.5
19911,177,62.5
19912,177,56.5
19913,175,53.5
19914,167,59.0
19915,177,52.0
19916,178,55.0
19917,174,58.0
19918,176,54.0
19919,178,57.0
19920,162,50.5
19921,177,57.0
19922,177,53.0
19923,173,60.0
19924,169,57.0
19925,168,55.0
19926,177,56.0
19927,170,69.5
19928,177,69.0
19929,173,62.5
19930,180,62.5
19931,169,61.5
19932,179,55.5
19933,172,65.0
19934,171,50.0
19935,180,64.5
19936,174,55.5
19937,183,63.0
19938,172,57.0
19939,174,60.0
19940,185,61.5
19941,172,57.0
19942,168,49.5
19943,178,57.5
19944,166,60.0
19945,171,56.5
19946,180,69.0
19947,168,60.0
19948,178,50.0
19949,170,44.0
19950,172,55.5
19951,174,58.0
19952,167,56.0
19953,168,57.5
19954,174,62.5
19955,175,57.0
19956,169,54.0
19957,168,48.0
19958,170,63.0
19959,171,60.5
19960,174,57.0
19961,171,55.0
19962,169,55.5
19963,164,55.0
19964,177,65.0
19965,171,55.5
19966,169,52.5
19967,166,54.5
19968,169,58.0
19969,167,55.0
19970,177,58.0
19971,173,51.5
19972,167,44.5
19973,165,57.0
19974,174,65.0
19975,173,57.0
19976,179,64.0
19977,171,56.0
19978,173,51.5
19979,184,61.5
19980,165,54.0
19981,181,61.5
19982,173,60.5
19983,170,58.0
19984,172,52.5
19985,162,55.0
19986,175,56.5
19987,172,61.5
19988,174,63.0
19989,175,54.0
19990,167,63.5
19991,175,63.5
19992,173,55.5
19993,169,54.0
19994,171,62.5
19995,175,58.0
19996,166,53.0
19997,172,56.0
19998,169,53.0
19999,167,47.5
20000,173,59.0
20001,175,61.5
20002,176,57.5
20003,183,73.0
20004,180,66.0
20005,172,55.5
20006,171,59.5
20007,176,60.5
20008,170,54.0
20009,178,67.0
20010,171,63.5
20011,179,63.5
20012,174,52.5
20013,167,62.0
20014,170,56.0
20015,171,45.0
20016,166,48.5
20017,169,55.0
20018,171,52.0
20019,176,52.5
20020,170,58.5
20021,166,52.0
20022,169,55.0
20023,168,57.5
20024,177,69.5
20025,168,54.5
20026,176,54.0
20027,183,66.0
20028,170,50.0
20029,169,56.0
20030,166,54.5
20031,177,62.5
20032,177,55.5
20033,178,65.5
20034,178,56.0
20035,168,45.0
20036,172,64.0
20037,174,57.0
20038,173,57.5
20039,171,57.5
20040,180,65.0
20041,176,65.0
20042,174,60.0
20043,177,51.5
20044,178,58.5
20045,170,52.5
20046,175,64.5
20047,172,57.0
20048,176,58.0
20049,173,52.5
20050,172,56.0
20051,180,62.0
20052,174,60.0
20053,171,50.0
20054,170,56.0
20055,171,55.0
20056,172,50.5
20057,170,51.0
20058,177,59.5
20059,170,55.5
20060,167,50.0
20061,175,62.5
20062,161,59.5
20063,173,55.5
20064,175,58.5
20065,171,57.5
20066,173,55.5
20067,178,64.5
20068,170,50.5
20069,175,54.0
20070,173,56.5
20071,177,67.5
20072,175,60.0
20073,174,59.5
20074,173,67.0
20075,172,55.0
20076,170,60.5
20077,178,61.0
20078,176,59.5
20079,178,58.5
20080,180,66.5
20081,180,61.0
20082,180,64.0
20083,172,56.5
20084,171,58.5
20085,163,45.0
20086,165,51.5
20087,160,46.0
20088,172,65.5
20089,163,58.0
20090,173,53.0
20091,178,55.0
20092,167,63.0
20093,172,57.0
20094,170,56.5
20095,177,59.5
20096,172,61.5
20097,177,70.0
20098,178,64.0
20099,173,58.0
20100,173,58.5
20101,173,57.5
20102,168,58.0
20103,178,65.0
20104,181,55.0
20105,169,51.5
20106,179,66.5
20107,173,62.0
20108,177,61.5
20109,171,48.0
20110,177,61.5
20111,171,51.0
20112,166,50.5
20113,174,67.5
20114,173,62.5
20115,175,60.0
20116,173,68.0
20117,172,67.5
20118,182,63.5
20119,173,53.0
20120,170,61.5
20121,175,57.5
20122,182,61.0
20123,180,47.0
20124,177,59.5
20125,169,56.0
20126,177,64.0
20127,176,60.5
20128,168,55.0
20129,174,54.0
20130,180,65.0
20131,178,57.5
20132,175,65.5
20133,168,50.0
20134,183,66.5
20135,173,49.5
20136,176,64.0
20137,172,61.0
20138,171,54.0
20139,176,54.0
20140,169,68.0
20141,181,55.0
20142,183,68.5
20143,180,61.0
20144,175,63.5
20145,170,59.5
20146,169,51.0
20147,173,54.0
20148,170,56.0
20149,172,53.0
20150,180,62.0
20151,173,54.0
20152,166,51.5
20153,180,59.0
20154,172,56.5
20155,180,68.0
20156,164,61.0
20157,171,55.5
20158,175,54.5
20159,172,61.0
20160,162,53.0
20161,178,61.0
20162,169,45.5
20163,175,53.5
20164,180,61.0
20165,165,53.0
20166,170,58.5
20167,175,61.0
20168,172,56.0
20169,169,50.0
20170,177,55.5
20171,184,68.5
20172,170,58.5
20173,171,61.0
20174,170,53.5
20175,173,53.0
20176,171,58.0
20177,181,65.5
20178,181,56.0
20179,174,53.5
20180,175,65.5
20181,169,54.0
20182,172,57.5
20183,175,59.5
20184,165,54.0
20185,167,58.0
20186,175,59.0
20187,172,57.5
20188,173,68.5
20189,183,55.5
20190,178,61.0
20191,167,58.5
20192,172,61.0
20193,185,64.0
20194,175,57.5
20195,167,62.0
20196,169,58.0
20197,174,66.0
20198,173,49.0
20199,170,53.0
20200,176,61.5
20201,167,46.5
20202,176,61.0
20203,174,61.0
20204,184,61.0
20205,171,52.0
20206,178,63.5
20207,176,58.0
20208,159,52.5
20209,175,59.5
20210,170,57.0
20211,171,59.0
20212,163,49.5
20213,168,58.0
20214,173,57.0
20215,171,62.5
20216,173,54.0
20217,168,53.0
20218,172,61.5
20219,177,55.5
20220,172,50.0
20221,175,55.5
20222,169,44.0
20223,169,44.0
20224,165,52.0
20225,167,51.0
20226,175,55.5
20227,178,60.0
20228,166,52.0
20229,170,52.0
20230,178,61.5
20231,168,52.0
20232,163,48.0
20233,173,60.5
20234,172,61.5
20235,175,62.0
20236,166,52.0
20237,172,53.0
20238,179,61.5
20239,166,52.0
20240,180,57.5
20241,170,59.0
20242,173,55.5
20243,172,47.0
20244,173,64.0
20245,175,52.5
20246,177,65.5
20247,174,54.5
20248,170,63.5
20249,172,64.5
20250,183,66.5
20251,172,61.0
20252,171,59.0
20253,166,56.5
20254,169,55.0
20255,174,54.0
20256,168,56.0
20257,172,57.0
20258,173,54.5
20259,173,53.5
20260,171,62.0
20261,180,62.0
20262,181,57.0
20263,174,57.5
20264,170,50.5
20265,170,58.5
20266,174,64.0
20267,174,62.5
20268,167,59.0
20269,179,56.5
20270,178,60.5
20271,172,49.5
20272,182,61.0
20273,167,53.0
20274,171,59.0
20275,173,60.0
20276,166,52.0
20277,173,44.5
20278,178,58.5
20279,174,58.0
20280,179,55.5
20281,171,59.0
20282,177,54.0
20283,182,70.0
20284,171,59.5
20285,178,54.5
20286,167,56.5
20287,166,51.0
20288,167,52.0
20289,171,52.5
20290,169,57.0
20291,180,57.0
20292,169,61.5
20293,177,63.0
20294,168,63.5
20295,174,53.5
20296,172,56.5
20297,179,57.5
20298,171,60.0
20299,168,64.0
20300,180,65.0
20301,165,51.0
20302,174,56.0
20303,172,54.0
20304,174,65.0
20305,176,57.5
20306,174,62.5
20307,173,57.5
20308,170,52.5
20309,184,75.0
20310,173,58.0
20311,170,59.0
20312,174,61.0
20313,166,49.5
20314,179,56.0
20315,173,61.0
20316,175,63.5
20317,169,49.0
20318,170,58.0
20319,172,64.5
20320,170,54.0
20321,178,64.0
20322,172,52.5
20323,177,52.0
20324,161,53.0
20325,171,57.0
20326,163,56.5
20327,173,57.5
20328,174,58.0
20329,178,62.5
20330,175,59.0
20331,178,63.0
20332,172,57.5
20333,175,64.5
20334,170,58.0
20335,170,55.0
20336,173,50.0
20337,170,61.0
20338,172,62.5
20339,170,64.0
20340,171,59.0
20341,171,55.0
20342,176,60.0
20343,164,51.0
20344,170,71.0
20345,171,53.5
20346,181,59.5
20347,174,56.5
20348,169,50.5
20349,167,58.5
20350,178,62.5
20351,170,61.5
20352,180,59.0
20353,174,65.5
20354,182,69.5
20355,164,42.0
20356,182,63.0
20357,180,67.0
20358,169,61.0
20359,170,55.5
20360,171,50.5
20361,182,65.5
20362,166,56.0
20363,175,61.5
20364,168,50.5
20365,170,55.5
20366,168,60.0
20367,178,60.0
20368,185,66.0
20369,176,58.5
20370,174,59.0
20371,167,50.0
20372,179,54.0
20373,164,57.5
20374,174,66.0
20375,166,60.0
20376,173,54.5
20377,173,55.5
20378,170,56.0
20379,175,59.0
20380,184,59.5
20381,182,52.5
20382,174,59.5
20383,170,58.0
20384,174,62.5
20385,172,63.0
20386,176,59.0
20387,179,65.0
20388,163,51.5
20389,173,61.0
20390,171,55.5
20391,173,53.5
20392,167,42.0
20393,170,49.0
20394,175,53.5
20395,162,58.5
20396,175,68.0
20397,168,63.5
20398,173,55.5
20399,172,60.0
20400,180,54.5
20401,172,58.0
20402,172,56.5
20403,172,51.0
20404,177,67.0
20405,173,53.5
20406,180,58.0
20407,170,57.5
20408,174,60.0
20409,173,57.5
20410,166,52.0
20411,179,63.0
20412,176,52.5
20413,169,53.5
20414,168,54.5
20415,175,60.0
20416,171,57.0
20417,169,59.0
20418,178,59.5
20419,174,56.5
20420,178,62.5
20421,177,54.0
20422,169,50.5
20423,175,56.5
20424,167,57.5
20425,173,60.5
20426,172,62.0
20427,178,58.0
20428,182,65.0
20429,171,57.5
20430,170,57.0
20431,168,57.5
20432,172,58.0
20433,176,55.5
20434,177,59.0
20435,170,54.5
20436,171,54.5
20437,174,57.5
20438,175,57.5
20439,180,62.0
20440,176,63.0
20441,174,55.0
20442,168,57.5
20443,176,63.5
20444,167,50.5
20445,179,65.5
20446,173,57.5
20447,180,62.5
20448,176,59.0
20449,184,61.5
20450,169,57.5
20451,173,49.0
20452,172,60.0
20453,167,61.0
20454,174,57.0
20455,173,57.5
20456,174,60.5
20457,174,55.5
20458,178,63.5
20459,178,65.5
20460,173,58.5
20461,168,60.5
20462,180,60.5
20463,174,52.5
20464,168,49.0
20465,175,54.5
20466,166,50.5
20467,176,55.5
20468,170,54.0
20469,177,70.5
20470,179,61.0
20471,165,44.0
20472,170,50.5
20473,175,60.0
20474,170,55.5
20475,175,52.0
20476,174,62.5
20477,172,52.5
20478,167,49.0
20479,176,66.5
20480,184,63.5
20481,170,54.5
20482,182,58.5
20483,168,51.0
20484,180,66.0
20485,175,64.0
20486,165,60.5
20487,176,62.5
20488,177,58.0
20489,172,57.0
20490,161,49.5
20491,169,63.0
20492,170,66.5
20493,167,48.5
20494,176,64.0
20495,177,62.5
20496,169,58.5
20497,176,62.0
20498,179,59.5
20499,173,49.0
20500,171,55.5
20501,172,53.5
20502,174,60.0
20503,174,49.0
20504,169,53.0
20505,176,49.5
20506,169,49.0
20507,172,53.0
20508,184,64.5
20509,179,60.5
20510,167,50.0
20511,174,64.0
20512,168,46.5
